Aal ALE 
Einbahnstrasse oneway 
Einbildung conceit 
Einbildungen conceits 
Einblick insight 
Einbrecher burglar 
Einbruch irruption 
Einbrueche irruptions 
Eindringen penetration 
Eindringling interloper 
Eindringlinge interlopers 
Eindruck impression 
Eindruecke impressions 
Einehe monogamy 
Einehen monogamies 
Einfachheit Simplicity 
Einfaelle incursions 
Einfahrt gateway 
Einfall incursion 
Einfallspinsel simpleton 
Einfluesse influences 
Einfluss influence 
Einfuegung insertion 
Einfuegungen insertions 
Einfuehrung inaugural 
Einfuehrungen inaugurals 
Einfuellstutzen filler 
Einfuhren importations 
Eingabe feed 
Eingabename inputname 
Eingang entrance 
Eingebend Entering 
Eingebung Inspiration 
Eingebungen inspirations 
Eingeweide BOWELS 
Eingeweihte hepcats 
Eingeweihter hepcat 
Eingriff encroachment 
Eingriffe encroachments 
Einheit unity 
Einheiten chunks 
Einhoerner unicorns 
Einhorn UNICORN 
Einigkeiten unities 
Einkauf purchase 
Einkeitung Introductory 
Einklang unison 
Einkommen income 
Einladung invitation 
Einladungen invitations 
Einlass inlet 
Einleitung introduction 
Einleitungen introductions 
Einmischungen interferences 
Einmuetigkeit unanimity 
Einmuetigkeiten unanimities 
Einordnung classification 
Einrichtung arrangement 
Einrichtungen constitutions 
Einsamkeit loneliness 
Einsatz encouragement 
Einschluesse enclosures 
Einschluss Embedding 
Einschnitt gash 
Einschnitte incisions 
Einschraenkung limitation 
Einschraenkungen restrictions 
Einsicht discernment 
Einsichten discernments 
Einspritzventil injector 
Einspruch plea 
Einsprueche pleas 
Einstellung attitude 
Einstellungen settings 
Einstieg entrance 
Einstufung grading 
Einteilung graduation 
Eintoenigkeit monotony 
Eintoenigkeiten monotonies 
Eintopf mulligan 
Eintraege entries 
Eintrag inscription 
Eintragung entry 
Eintragungen inscriptions 
Eintritt admittance 
Einvernehmen understandings 
Einwaende objections 
Einwand objection 
Einwanderer immigrant 
Einwanderung immigration 
Einwanderungen immigrations 
Einweisung briefing 
Einwendung demur 
Einwendungen demurs 
Einwilligung adhesion 
Einwirkung impact 
Einwohner inhabitant 
Einzelhaendler retailer 
Einzelheit detail 
Einzelheiten details 
Einzigartigkeit singularity 
Einzigartigkeiten singularities 
Eis ice 
Eisberg iceberg 
Eisberge icebergs 
Eisen iron 
Eisenbahn railroad 
Eisenbahnen railways 
Eisenhaendler ironmonger 
Eisscholle floe 
Eisschollen floes 
Eisschrank refrigerator 
Eiszapfen icicle 
Elan verve 
Elastizitaet resilience 
Elastizitaeten resiliences 
Elch elk 
Elche elks 
Eleganz elegance 
Elektriker electrician 
Elektrizitaet electricity 
Elektronen electrons 
Elektronenroehre valve 
Element element 
Elemente elements 
Elendsviertel slums 
Elensviertel slum 
Elfenbein ivory 
Elite Elite 
Ellenbogen elbow 
Ellipse ellipse 
Ellipsen ellipses 
Elster magpie 
Elstern magpies 
Eltern parents 
Elternteil parent 
Emaille enamel 
Empfaenger receiver 
Empfang receiving 
Empfehlung recommendation 
Empfinddlichkeit sensivity 
Empfindlichkeit sensibility 
Empfindlichkeiten sensivities 
Empfindung sentiment 
Empfindungen sentiments 
Empoerung indignations 
Emporkoemmling upstart 
Emporkoemmlinge upstarts 
End- terminal 
Ende end 
Endlosigkeit infinity 
Endungen endings 
Energie energy 
Energieen energies 
Energien vigors 
Engel angel 
Englisch ENGLISH 
Enkel grandchild 
Entdeckung detection 
Entdeckungen detections 
Ente DUCK 
Enten canards 
Enterich drake 
Entfernung distance 
Entfernungen remotenesses 
Entfuehrer kidnapper 
Entfuehrung kidnapping 
Entgelt hire 
Entgelte hires 
Enthusiasten enthusiasts 
Entlassung dismissal 
Entlassungen dismissals 
Entleiher borrower 
Entmutigung discouragement 
Entruestung indignation 
Entsagungen renunciations 
Entschaedigungen reparations 
Entscheidung arbitration 
Entscheidungen arbitrations 
Entschluesse resolutions 
Entschuldigung apology 
Entschuldigungen apologies 
Entspannung relaxation 
Enttaeuschung disappointment 
Entwickler developer 
Entwicklung Developement 
Entwicklungen developments 
Entwurf Design 
Entzuecken delight 
Entzuendung ignition 
Entzuendungen inflammations 
Epilog epilog 
Eraubnis allowance 
Erbe heir 
Erbin heiress 
Erblichkeit heredity 
Erbschaft heritage 
Erbschaften heritages 
Erbse pea 
Erbsen PEAS 
Erbstueck heirloom 
Erbteile inheritances 
Erdbeere strawberry 
Erdbeeren STRAWBERRIES 
Erdnuesse peanuts 
Erdnuss peanut 
Erdrutsch landslide 
Erdrutsche landslides 
Ereignis event 
Ereignisse events 
Erfahrung experience 
Erfassung gathering 
Erfinder contrivancer 
Erfindung contrivance 
Erfindungen concoctions 
Erfolg prosperity 
Erfordernis requisite 
Erforscher Explorer 
Erforschung exploration 
Erforschungen explorations 
Erfrischung refection 
Erfrischungen refections 
Erfuellung compliance 
Erfuellungen fulfillments 
Ergaenzung COMPLEMENT 
Ergaenzungen complements 
Ergebnis outcome 
Ergreifung seizure 
Ergreifungen seizures 
Erguesse effusions 
Erguss effusion 
Erhaltung preservation 
Erhebung levy 
Erhebungen levies 
Erhitzer boiler 
Erhoehung elevation 
Erinnerung memorization 
Erinnerungen Reminders 
Erinnerungsluecken blackouts 
Erkenntnis cognition 
Erkenntnisse cognitions 
Erkennung recognition 
Erklaerung DECLARATION 
Erklaerungen DECLARATIONS 
Erkundung reconnaissance 
Erlaeuterung elucidation 
Erlaeuterungen elucidations 
Erlass writ 
Erlasse writs 
Erlaubnis admission 
Erlaubnisschein permit 
Erlaubnisse permissions 
Erleichterung relief 
Erleichterungen reliefs 
Erloes receipts 
Ermaechtigung authorization 
Ermuedung fatigue 
Ermutigungen encouragements 
Ernaehrung nutrition 
Ernennung nomination 
Ernennungen nominations 
Erneuerung renewal 
Erneuerungen renewals 
Ernst seriousness 
Ernte harvest 
Ernuechterung disillusion 
Ernuechterungen disillusions 
Eroberer conqueror 
Eroberung conquest 
Eroberungen captures 
Erosion erosion 
Erotik erotism 
Erpresser racketeer 
Erpressung blackmail 
Erpressungen blackmails 
Errichtung erection 
Errors errors 
Errungenschaften acquisitions 
Ersatz reparation 
Erscheinen occurence 
Erscheinung OCCURANCE 
Erscheinungen appearances 
Erschoepfung exhaustion 
Erschuetterung concussion 
Erschuetterungen concussions 
Ersparnis savings 
Ersparnisse savings 
Erstanwender NEWUSERS 
Erstarrung torpidity 
Erstaunen astonishment 
Erstellung building 
Ertrag yield 
Erwaehnung mention 
Erwaehnungen mentions 
Erwartung expectation 
Erwartungen expectations 
Erweiterer Enhancer 
Erweitert Enhanced 
Erweiterung EXTENTION 
Erweiterungen Enhancements 
Erwerb Acquisition 
Erwerber purchasers 
Erz ore 
Erzaehler narrator 
Erzaehlung narration 
Erzaehlungen narrations 
Erzeuger generators 
Erzeugung generation 
Erzieherin governess 
Erziehung breeding 
Esel ass 
Essig vinegar 
Etappe hop 
Etat budget 
Etikett etiquette 
Eule owl 
Eulen owls 
Euter udder 
Eventuell Eventually 
Ewigkeit eternity 
Existenz existance 
Exkremente excrements 
Experiment experiment 
Experimente Experiments 
Experte Expert 
Expertengremium braintrust 
Exponenten exponentials 
Extrakt extraction 
Extrakte extractions 
FREEWARE FREEWARE 
Fabel fable 
Fabrik factory 
Fabrikat make 
Fabrikationen manufactures 
Fach panel 
Fachleute experts 
Fackel torch 
Fackeln torches 
Fackelschein torchlight 
Faden filament 
Fadennudeln vermicelli 
Faeden filaments 
Faehigkeit Ability 
Faehigkeiten ABILITIES 
Faehre ferry 
Faehren ferries 
Faehrleute watermen 
Faehrmann waterman 
Faehrte track 
Faelle cases 
Faelschung falsification 
Faelschungen falsifications 
Faerbung coloring 
Faerbungen colorings 
Faesschen keg 
Faesser barrels 
Faeuste fists 
Faeustling mitten 
Faeustlinge mittens 
Fahne ensign 
Fahnen ensigns 
Fahnenstange flagstaff 
Fahnenstangen flagstaffs 
Fahrad bicycle 
Fahrgast passenger 
Fahrgeld carfare 
Fahrgestell undercarriage 
Fahrkarte ticket 
Fahrlaessigkeit negligence 
Fahrplan time-table 
Fahrrad bicycle 
Fahrraeder bicycles 
Fahrschein ticket 
Fahrscheine tickets 
Fahrspur lane 
Fahrwerk undercarriage 
Fahrwerke undercarriages 
Fahrzeug vehicle 
Fahrzeug- automotive 
Fahrzeuge vehicles 
Fairness fairness 
Faktor factor 
Faktoren factors 
Falke falcon 
Falken falcons 
Fall- downstream 
Falle pitfall 
Fallen pitfalls 
Fallobst windfall 
Fallschirm parachute 
Fallschirme parachutes 
Fallschirmspringer parachutist 
Falltuer trapdoor 
Falltueren trapdoors 
Falschheit falsehood 
Falte fold 
Falter folder 
Familie family 
Familien FAMILIES 
Fan bigot 
Fans bigots 
Farad farads 
Farbe color 
Farben colors 
Farm Farm 
Farmen ranches 
Farmer rancher 
Farn fern 
Fasan PHEASANT 
Fasane pheasants 
Faser fiber 
Fasern fibers 
Fass barrel 
Faulenzer bum 
Faulheit sloth 
Faust fist 
Faustschlaege fisticuffs 
Favorit favorite 
Februar February 
Feder feather 
Federhalter penholder 
Federn feathers 
Fehlanpassung maladjustment 
Fehlanpassungen maladjustments 
Fehlbetraege deficits 
Fehlbetrag deficit 
Fehler blemish 
Fehlerstelle flaw 
Fehlfunktion malfunction 
Fehlschuss miss 
Feier CELEBRATION 
Feierlichkeit ceremony 
Feierlichkeiten ceremonies 
Feiertag holiday 
Feiertage feasts 
Feigling coward 
Feind enemy 
Feinde enemies 
Feindschaft enmities 
Feindseligkeit animosity 
Feinheit nicety 
Feinheiten niceties 
Feld array 
Felder arrays 
Feldzug CAMPAIGN 
Felge rim 
Felgen rims 
Fell pelt 
Felle pelts 
Fels rock 
Felsen rock 
Fenchel fennel 
Fenster window 
Fensterfluegel casement 
Fenstersims ledge 
Ferien Vacation 
Fern- remote 
Fernglas binocular 
Fernlehrgaenge telecourses 
Fernlehrgang telecourse 
Fernrohr telescope 
Fernrohre telescopes 
Fernschreiber teleprinter 
Fernsehen TV 
Fernseher televisor 
Fernsehsendung telecast 
Fesselung ravishment 
Fest festival 
Festigkeit firmness 
Festland continent 
Festlichkeit festivity 
Festlichkeiten festivities 
Festplatz fairground 
Fett grease 
Fettleibigkeit obesities 
Fettschrift Boldface 
Fetzen frazzle 
Feuchtigkeit humidity 
Feuchtigkeiten moistures 
Feuer fire 
Feuerstein flint 
Feuersteine flints 
Fichte fir 
Fieber fever 
Figuren figures 
Film film 
Filter Filters 
Finanz Finance 
Finanz- Finicial 
Finger finger 
Fingerarbeit fingertips 
Fingerhuete thimbles 
Fingerhut foxglove 
Fink finch 
Finsternis darkness 
Firmen- corporate 
Fisch fish 
Fischbein whalebone 
Fische fishes 
Fischer fisherman 
Fischerei fishery 
Fischmilch milt 
Flachheit flatness 
Flachs flax 
Flaeschchen phial 
Flagge flag 
Flamme blaze 
Flammen flames 
Flansch flange 
Flanschkupplung half-coupling 
Flasche bottle 
Flaschen bottles 
Flaum fluff 
Flechte lichen 
Flechten lichens 
Fleck speck 
Flecken specks 
Fledermaeuse bats 
Flegel churl 
Fleisch MEAT 
Fleischbruehe broth 
Fleischwolf mincer 
Fleiss diligence 
Flexibilitaet flexibility 
Flieder lilac 
Fliege fly 
Fliehgewicht flyweight 
Fliehkraft- centrifugal 
Flirt flirtation 
Flirts flirtations 
Flittchen hussies 
Flitterwochen honeymoon 
Flocke flake 
Flocken flakes 
Floehe fleas 
Floesse rafts 
Floete flute 
Floeten flutes 
Floh flea 
Floss float 
Flosse fin 
Flossen fins 
Flotten navies 
Fluch curse 
Flucht escape 
Flueche curses 
Fluechtling refugee 
Fluechtlinge refugees 
Fluege flights 
Fluegel WINGS 
Fluesse rivers 
Fluessigkeit liquor 
Fluessigkeiten liquids 
Flug flight 
Flughafen Airport 
Flugzeug aeroplane 
Flugzeuge aeroplanes 
Flugzeughalle hangar 
Flugzeughallen hangars 
Flunder FLOUNDER 
Fluss flow 
Flusspferd hippopotamus 
Flut flow 
Flut- tidal 
Flutlicht floodlight 
Foerderer conveyor 
Foerderung delivery 
Foerderungen furtherances 
Foermlichkeit formality 
Foermlichkeiten formalities 
Foerster woodman 
Fohlen foal 
Folge Suite 
Folgen sequels 
Folgerung implication 
Folgerungen inferences 
Forderung demand 
Forelle TROUT 
Formatierung formatting 
Formel formula 
Formeln formulas 
Formfeeds formfeeds 
Formlosigkeit informality 
Forscher researcher 
Forschung research 
Fortbewegung locomotion 
Fortschritt advance 
Fortschritte proceedings 
Fortsetzung continuation 
Fortsetzungen continuations 
Fotografie photograph 
Fracht CARGO 
Frachtvertraege charters 
Fraeulein Miss 
Frage query 
Fragebogen questionaire 
Fragen queries 
Fragesteller questioner 
Frankreich France 
Franzose Frenchman 
Fratze grimace 
Fratzen grimaces 
Frau wife 
Frauen wives 
Frechheit effrontery 
Frechheiten effronteries 
Freigebigkeit munificence 
Freigebigkeiten munificences 
Freigiebigkeit bounty 
Freihand- freehand 
Freiheit FREEDOM 
Freiheiten freedoms 
Freispruch acquittal 
Freitag Friday 
Freitage Fridays 
Freiwillige volunteers 
Freiwilliger volunteer 
Freizuegigkeit liberality 
Fremde strangers 
Fremder stranger 
Frequenz frequency 
Frequenzen frequencies 
Freude enjoyment 
Freuden enjoyments 
Freudenfest whoopee 
Freudenfeste whoopees 
Freudenfeuer bonfire 
Freund boyfriend 
Freunde friends 
Freundin girlfriend 
Freundlichkeit CHEERFULNESS 
Freundschaft amity 
Freundschaften amities 
Friede peace 
Friedhoefe cemeteries 
Friedhof CEMENTERY 
Frische freshness 
Friseur barber 
Friseure coiffeurs 
Frist reprieve 
Fristen respites 
Froehlichkeit gaiety 
Froehlichkeiten mirths 
Froesche frogs 
Frosch frog 
Frost frost 
Frostbeule chilblain 
Frostbeulen chilblains 
Frtageboegen questionaires 
Frucht fruit 
Fruchtbarkeit fertility 
Fruechte fruits 
Fruehling SPRING 
Fruehstueck breakfast 
Frustration frustration 
Fuchs fox 
Fuchs- vulpine 
Fuchsie fuchsia 
Fuchsien fuchsias 
Fuechse foxes 
Fuehler tentacle 
Fuehrer captains 
Fuehrerschein driving-license 
Fuehrungen guidances 
Fuelle fullness 
Fuellen fillies 
Fueller fillers 
Fuellungen STUFFINGS 
Fuerbitte intercession 
Fuerbitten intercessions 
Fuerwort pronoun 
Fuesse feet 
Fuhrleute carters 
Fuhrmann carter 
Fundament footing 
Fundamente basements 
Fungfrau virgin 
Funktion function 
Funktionen functions 
Funktionsweise Functionality 
Furche furrow 
Furchen furrows 
Furcht dread 
Furnier veneer 
Furniere veneers 
Fuss foot 
Fussball FOOTBALL 
Fussballspieler kicker 
Fussboden floor 
Fussboeden floors 
Fussgaenger pedestrian 
Fussnote footnote 
Fussweg footpath 
Fusszeile footer 
Fusszeilen Footers 
Futter fodder 
Gabe gift 
Gabel fork 
Gabelfruehstueck lunch 
Gabeln forks 
Gaben donations 
Gaense geese 
Gaensebluemchen daisies 
Gaenserich gander 
Gaertner gardener 
Gaerung fermentation 
Gaeste guests 
Gaestezimmer guestroom 
Gala- fulldress 
Galerie gallery 
Galgen gallows 
Galle bile 
Gallone gallon 
Gameport gameport 
Gang gait 
Gangster bandit 
Gans goose 
Ganzzahlen integers 
Garage garage 
Garagen garages 
Garantie WARRANTY 
Garantieen guaranties 
Garantien GUARANTEES 
Garderobe warderobe 
Garderoben warderobes 
Garten garden 
Gartenarbeit gardening 
Gartenbau horticulture 
Gartenweg garden-path 
Gassenjunge ragamuffin 
Gassenjungen ragamuffins 
Gast guest 
Gastfreundschaft hospitality 
Gasthaeuser taverns 
Gasthaus tavern 
Gasthoefe inns 
Gasthof inn 
Gatte husband 
Gatten spouses 
Gattin wife 
Gaumen palate 
Gauner knaves 
Gaunerei knavery 
Gaunereien knaveries 
Gaze gauze 
Geaechtete outlaws 
Geaechteter outlaw 
Gebaeck pastry 
Gebaermutter uterus 
Gebaeude building 
Gebet prayer 
Gebinde wreath 
Geblaese blower 
Gebot commandment 
Gebote commandments 
Gebraeu concoction 
Gebuehr Tax 
Gebuesch shrubbery 
Gebuesche shrubberies 
Geburt birth 
Geburten nativities 
Geburts- natal 
Geburtshilfe midwifery 
Geburtshilfen midwiferies 
Geburtstag Birthday 
Geburtstage birthdays 
Geburtswehen throes 
Gedaechtnis memory 
Gedaechtnisse memories 
Gedanke thought 
Gedankenstrich dash 
Gedicht ode 
Gedichte odes 
Gedraenge throng 
Geduld patience 
Gefaehrte companion 
Gefaelligkeit complaisance 
Gefaelligkeiten complaisances 
Gefaengnis jail 
Gefaengnisse jails 
Gefaess vessel 
Gefaesse vessels 
Gefahr danger 
Gefahren perils 
Gefangener prisoner 
Gefangenschaft CAPTIVITY 
Gefangenschaften captivities 
Gefieder plumage 
Gefluegel FOWL 
Gefluester whisper 
Gefraessigkeiten voracities 
Gefuehl emotion 
Gefuehle emotions 
Gegend region 
Gegenden districts 
Gegenleistung consideration 
Gegenseite opposition 
Gegenseitigkeit reciprocity 
Gegenstand object 
Gegenstueck analogue 
Gegenstuecke counterparts 
Gegenteil opposite 
Gegenwart presence 
Gegner adversaries 
Gehaelter stipends 
Gehalt salary 
Geheimmittel nostrum 
Geheimnis mystery 
Geheimnisse mysteries 
Gehilfe helpmate 
Gehilfen helpmates 
Gehirn BRAINS 
Gehoeft farmstead 
Gehoefte farmsteads 
Gehoelz grove 
Gehoelze groves 
Gehorsam obedience 
Gehweg pavement 
Gehwege pavements 
Geier vulture 
Geige fiddle 
Geigen fiddles 
Geiger fiddler 
Geisel hostage 
Geiseln hostages 
Geist ghost 
Geister spirits 
Geistesblitz brainwave 
Geistlicher CLERGYMAN 
Geiz avarice 
Geizhaelse niggards 
Geizhals miser 
Geizkragen misers 
Geklaeff yelp 
Gelaechter guffaw 
Gelaender balustrade 
Gelaeut peal 
Gelage carousal 
Gelbsucht jaundice 
Geld money 
Geld- monetary 
Geldgeber investor 
Geldschrank safe 
Geldstueck coin 
Gelee jelly 
Gelees JELLIES 
Gelegenheit chance 
Gelegenheiten chances 
Gelehrigkeit docility 
Gelehrte savants 
Gelehrter savant 
Geleit convoy 
Geleitzuege convoys 
Geliebte lady-love 
Gemaelde paintings 
Gemeinden communities 
Gemeinheit baseness 
Gemeinheiten basenesses 
Gemeinschaft community 
Gemeinschaften corporations 
Gemisch medley 
Gemische miscellanies 
Gemuese VEGETABLE 
Genauigkeit accuracy 
Genehmigung approval 
Generationen generations 
Generator generator 
Genesung convalescence 
Genialitaet ingenuity 
Genie genius 
Genies wizzes 
Genugtuung satisfaction 
Genuss gender 
Geometrie geometry 
Gepaeck baggage 
Gepaecktraeger porter 
Gepaeckwagen baggagecar 
Geraet device 
Geraete Devices 
Geraeusch noise 
Geraeusche noises 
Gerber tanner 
Gerberei tannery 
Gerbereien tanneries 
Gerechtigkeit justice 
Gerippe scrag 
Geroell bolder 
Gerste BARLEY 
Geruch odor 
Geruchs- olfactory 
Gerueche odors 
Geruecht rumor 
Geruechte rumors 
Geruest scaffold 
Gerueste scaffolds 
Gesaenge chants 
Gesaess buttocks 
Gesamt- over-all 
Gesamtheit entirety 
Gesamtheiten totalities 
Gesang chant 
Geschaeft Business 
Geschaefte bargains 
Geschaeftsinhaber shopkeeper 
Geschaeftsleute tradesmen 
Geschaeftsmann businessman 
Geschenk present 
Geschenkkoerbe hampers 
Geschenkkorb hamper 
Geschichte history 
Geschichten tales 
Geschick skill 
Geschlecht sex 
Geschlechter sexes 
Geschlechts- venereal 
Geschlossenheit closeness 
Geschmack flavor 
Geschoss missile 
Geschosse missiles 
Geschrei clamor 
Geschwaetz flubdub 
Geschwindigkeit celerity 
Geschwindigkeiten celerities 
Geschworene jurors 
Geschworener juror 
Geschwuer ulcer 
Geschwuere ulcers 
Gesellschaft Society 
Gesellschaften companionships 
Gesetz LAW 
Gesetze laws 
Gesicht FACE 
Gesichtswinkel viewpoint 
Gesindel vermins 
Gespenst spectre 
Gespraech conversation 
Gestaendnis confession 
Gestaenge linkage 
Gestalt figure 
Gestalten shapes 
Gestaltung formation 
Gestank stench 
Geste gesture 
Gestell rack 
